,User Name,Review,Rating,Date of Review,sentiment
745,Clancy5000,This app is essential for anyone. You can save a life with this free app!,5,2012-06-18,1
746,2 bizar,A+++ app - highly suggest for those who are not certain of what to do in case of emergency......,5,2012-06-16,-1
747,Wish on a bone,It's very helpful. Now we can all be little doctors. The one for pets it also good👍🏼,5,2015-07-05,1
748,I 💜 ?,It really helps 2 know how 2 take care of people when there hurt and or sick,5,2014-04-18,-1
749,AbeLincolnZombie,"Nice that this app is free - perfect supplement to Red Cross training. Videos crash on iOS 8 on an iPhone 5, though, which would have been a good refresher. Quiz similar to website.",3,2014-10-27,1
750,::Rooster76::,Came in handy when my brother got burned.,5,2012-11-28,0
751,Doridaw7,Very informative and very helpful during a very devastating hurricane sandy very good app a must have as well as the first aide app!,5,2012-11-05,1
752,Kwilm,Amazing app filled with great information.  Thank you Red Cross for all that you do!!!!!!!!!!,5,2012-11-01,1
753,Anonob,Great to have this on my phone in case I need a reference in an emergency,5,2012-08-22,1
754,PrideAndJoy8487,I love this app I have 2 beautiful children so the knowledge this presents to my household is essential,5,2012-07-27,1
755,Mitchie 777,This app is awesome!! I've learned a lot with all the important info it provides!!,5,2012-07-25,1
756,Venieval,Useful App! Great first response information along with natural disaster information and preparedness.,5,2012-07-10,1
757,Classictvshowsrock!,This is the exact kind of basic info we all need. Good job!,5,2012-07-09,1
758,Joselina101,So easy simple and help ful everybody should have it I truely recommend life saver must have,5,2012-07-06,1
759,Bitchybitch1946,"In a emergency you have to be prepared, this app will prepare you even for kids this is great",5,2012-07-05,1
760,2nd Me,This app is good but one thing that could come in handy right now is a search bar,4,2013-06-28,1
761,thurleyy33,this app has great graphics and really into detail :) it's so informative and helpful! great job red cross!,5,2012-07-05,1
762,El Pitaman,Great features. Very well put together.,5,2012-07-05,1
763,A smart guy.,"I believe that this is a life saving app, this is common knowledge that everyone should know incase of an emergency.",5,2012-07-04,-1
764,Weideman67,This Is a great app! Makes me feel like I'm ready for anything!,5,2012-07-03,1
765,Donald Mcdermott,I am very glad that I have this app on my iPod Touch now.  Everyone should have it.,5,2012-07-02,1
766,Kjstwc,Awesome app! Will definitely help my students remember what they have learned in CPR class!,5,2012-06-15,1
767,C. Beauty2,This app is user friendly.  Well done!,5,2012-06-14,1
768,Kjltigger,I'm working through this with my son to introduce him to first aid. The tests are scored inaccurately--it says got questions wrong which he answered correctly. I've gone through the tests many times & the app consistently marks some correct answers incorrect.,1,2014-12-02,-1
769,cav 0313,All you need for a quick reference in one comvenient place.,5,2014-07-20,0
770,Sulorak,Great app! Something to have on hand and review basic first aid information.,5,2014-04-15,1
771,Elli2003,This app could save a kids life when I babysit. Having this app could be a lifesaver !  Thanks!!!,5,2014-02-09,1
772,Cyncarp,"My iPhone 4S tried to update to version 2.0 and is stuck on ""Waiting"" -- for about 10 days. I can't fix it or delete it. So the program is useless to me. My iPhone is up-to-date. What's the deal?",1,2013-12-26,-1
773,A_cute_donut,I'm obsessed with nursing and first aid. And it's from the american red cross ! It's a great thing on the go and it's just perfect,5,2013-12-14,1
774,Grassco1317,This is an app that all iPhone users should download.,5,2012-11-27,0
775,TM Wheeler,"With the reduction of non academic traing in schools, this is a good procedure review for youth and adults.   The check list are wonderful for all.",5,2012-08-23,1
776,averillfayh,Something everyone should have in their pockets!,5,2012-07-21,0
777,Missysue72,This app has come in handy quite a bit thanks!!!!,5,2012-07-19,1
778,Blondie.45669,Great refresher since its been a few years. Some steps have been updated. Good to know. GREAT APP,5,2012-07-08,1
779,Coco W.,Every family should have this app.,5,2012-07-07,0
780,Kyhtjxkxhmxjg,You never know when this app will save someone's life. I just wish it had more tests.,4,2012-07-03,1
781,neemchioino,It is a real good app like when I got bit by a dog it told me everything I needed to do!!,5,2012-07-07,1
782,Purp1119,Such a great App! Very useful when you are stuck in these situations.,5,2012-07-06,1
783,jinjo235,Such a great idea for an app. It even has a game to help you learn what to do. Nice work making engaging!!,5,2012-07-06,1
784,JocieSoukup,"So, I love this app! It's really great, but it needs more of the test things. Of there were more I'd give 5 stars! You guys are awesome :) keep it comin",4,2012-08-31,1
785,DonRSD,Never know when you'll need it.,5,2012-07-02,0
786,GarageSaleAddict,This site has great instructions in a variety of situations. Good to read before a situation arises.,5,2012-06-16,1
787,Jcpres71,Great application can't wait for more application like this to come out,5,2012-06-16,1
788,ESDAdad,Excellent reference to have. Easy navigation and the quizzes are helpful.,5,2016-09-30,1
789,Blackivarr,A must have for everyone,5,2015-07-06,0
790,Frustrated Quiz Taker,"The information is good but it's extremely frustrating to take multiple quizzes but not pass yet the answers that I gave are the same ""corrected"" answers given at the end of the quiz.",2,2014-12-23,-1
791,knico076,"Great App deserve a a 4. however I gave it a 3 because in CPR/FirstAid. I learn the acronym R.I.C.E stand for Rest, Ice, Compression Elevation/Elevate.  The app answer is Rice, Immobilize, Cold, Elevate, therefore I went to research but online also show Rest, Ice, Compression, Elevate",3,2014-06-11,1
792,AndyTheGreat,This is all basic knowledge. I have not been able to save a single life since downloading this app. GPS should be an added feature to help locate injured people and help increase heroism status.,1,2014-04-21,1
793,CLBREEZE.T,This will be extremely helpful!,5,2013-01-21,1
794,Spainslane,"I love the training videos, the tests, and the prep checklists. Love this app and having the info right in hand.",5,2012-10-31,1
795,Dp7qshadow,Love it and I feel comfortable knowing what to do!,5,2012-08-26,1
796,TwlohaBaby,"This app Is amazing, gives great information that has really helped me!",5,2012-07-14,1
797,BWAGS1986,"Great instructions, pictures/video, and easy to navigate.  Great pocket app for the just in case scenarios.",5,2012-07-09,1
798,Mel ohio,I really liked this and good for my kids to read as well,5,2012-07-06,1
799,mrlilhobbes,Water safety should be a main thing also. I want an update for drowning and CPR.,5,2012-07-02,1
800,VPHeart,"I have taken the Red Cross babysitting class and when I start babysitting, this will be very useful!!!!!",5,2012-07-01,1
801,daseldergeek,"Amazing app great for freshen ups and for those with no training, but do not replace this for certified training classes. Infant/Adult CPR and AED cannot be replaced by an app.",5,2012-06-24,1
802,Erinhuntmiller78,Love this app! Perfect for the summer! It's like having a first aid book at your fingertips. Animations and videos are great,5,2012-06-16,1
803,BravoJuliett,Terrific app.  Need an iPad version that utilizes the larger screen.,5,2012-08-01,1
804,👎👎👎👎🔥🔥🔥🔥,It's still doing the same thing with the test icon you tap it he app freezes and the app crashes,2,2015-04-16,0
805,Hindsight firefight,Everyone should use download this app,5,2012-07-09,0
806,Ladyrarity101,This app is so helpful and useful now I can use these in case of an emergency.,5,2012-07-07,1
807,Yatalia,This is a great app! It's good to have an app that teaches the basics of first aid. This app is well put together and easy to navigate.,5,2012-07-05,1
808,@kevingaw,"This is a great app to help me study, knowing that I may want to be a doctor one day.",5,2012-07-03,1
809,gaparo,This app is perfect in case of emergency I luv how it shows u what to do on the videos,5,2012-06-24,1
810,dmolanphy,Well thought out app. Impressed.,5,2012-06-22,1
811,KyleGerdes,Very simple and very detailed! A must have app for all iPhone users!,5,2012-06-18,0
812,ladyday49,"Lots of useful info that can be quickly accessed. I also like that it's interactive. You outdid yourselves, ARC!!",5,2012-06-14,1
813,dchesler,I work for the American Red Cross. I have been waiting for this app. Great app! Well worth the wait. Great job!,5,2012-06-14,1
814,FranciscaLV,Very useful for real life events. Is it available in other languages?,5,2013-03-28,1
815,Devildog_jesus,I found this app very usefull and i have already used tips on burns,5,2012-11-28,0
816,Abbeydavis1,Definitely an awesome app to have just in case!,5,2012-07-07,1
817,Joemurgy,It has everything you need for first aid emergencies,5,2012-06-27,0
818,kudzu2,Very useful and well organized!,5,2012-06-25,1
819,shear savage,This app gives you great learning opportunities and how to help people!! It's a must have!!!,5,2012-06-19,1
820,Kindle User 253,"Some bad grammar and spelling mistakes, which made me wonder about the quality of the information.",4,2012-07-02,-1
821,Chrissy GG,I just completed a CPR course with the Red Cross. This app is an awesome way to keep up to scratch. Interaction and info is spot on.,5,2014-06-17,1
