,Review,Rating,sentiment,Date of Review
2306,"Just amazing. Even has a dial 911 feature for those who have an iPhone. Instructions are foolproof and step-by-step. Just reading everything felt so easy to understand and simply blew my mind.
Now any iOS user can become a potential hero, even without training.
Amazingly well done guys. Would be even better if the info was offline as well (if it isn't already). A must have for all iOS users.",5,1,2012-06-16
2307,"I got this app to help remind me of basic 1st aid and CPR techniques. The learning sections are great for basic 1st aid that your average untrained person can use to be effective in an emergency situation. 

If you're looking for an app to help you do surgery in the woods with a Swiss Army knife, this ain't the app.  But as a good refresher and reference app, I think it's solid. I particularly like the test to make sure you're getting it.  It ain't Med school, but I personally like it!",5,1,2016-08-11
2308,"This app is amazing. You can receive info on how to treat all sorts of things from burns to wounds, and you can learn how to prepare for natural disasters. You can even take tests to make sure that you know all of the things that they tell you!! Another great feature is that you can tap the emergency button to get quick, life saving advice in an emergency. This app is incredibly useful and definitely deserves 5 stars!",5,1,2012-06-18
2309,"The information alone is priceless. Then the simplicity of the instruction, pictures and the common question and answer section used together makes it simple to learn how to administer first aid to a person in need. Then once you've studied prove you know first aid by taking the quizzes. 
Everyone should have this app! 
Thank you for developing this invaluable tool.",5,1,2015-05-01
2310,"The Red Cross comes through again. I have used their publications for years and the mobile apps they have created are great. I live in NorCal and earthquakes are a concern. The earthquake app keeps me well informed concerning the activity in my area which is almost constant. The first aid and other apps have performed great. I look forward to the new apps they are working on now. Thanks again Red Cross for saving lives Daily!
Mr. Tim",5,1,2012-11-28
2311,"I am a big sister, a nanny, a wife, and a mother-to-be. I'm currently studying to become a health educator and when I finish that I hope to get my EMT certification. So people trust me to know this stuff. Of course I have had first aid training, but in the heat of the moment it can slip your mind. I love having this app so that I can brush up on my skills just a little bit everyday. It helps me feel so much more prepared and safe.",5,1,2014-08-18
2312,"It's helpful if you're in a place where 911 can easily be called and help can arrive but... What happens if you're camping in the wilderness or are far away from any hospitals...? Like the person said below, give us more knowledge. Also in the test section, some of the answers to choose are pictures, not words, and I can't see the picture. Fix this big and offer more information for people who are far away and cannot get help. Watch ""I shouldn't be alive"" and see what I mean...",3,1,2013-08-04
2313,"Everything about this app is useful when minutes count. I find myself using it just to educate myself if something happens to come up. 

There is one issue, would someone check the spelling and grammar (I saw some mistakes in the Diabetes section).

Otherwise I would greatly recommend this app. I'm even going to upload it to my wife's phone for if I experience a Diabetic episode.",5,1,2012-07-03
2314,"It's a awesome app but the only problem I have is the quizzes answers are sometimes too easy. Like ""how do you stop bleeding?""
A. Go to the mall
B. Apply pressure with a clean cloth

And I kinda wish they would tell you what to do if you can't call a ambulance (like no cell service or in the wilderness). But this is still a awesome app that I definitely think everyone should have! 😃",5,1,2015-08-21
2315,"I like all the prepping info and all the emergency tips etc. However, anytime I try to select one of my locations, the app crashes. The ""up to date"" maps of active storms are useless. They're ridiculously small, have no additional information outside of the radar picture, and throughout Sandy, seemed to be at least an hour behind. Having the prep info, and the aftermath help is great, but don't rely this for info during the storm.",3,1,2012-11-09
2316,This app is mind blowing. One day on June 23 I really needed this app because my friend had a heat stroke and I didn't know what to do so I took him under a tree and I called 911. They told to look for something to help him while they send officers to where I was. I found this app and before the ambulance arrived he was a lot better. Without this app my friend would be in the hospital. THANK YOU RED CROSS.,5,1,2015-06-30
